voltage,current,frequency,power_factor,active_power,reactive_power,apparent_power
230.0512758311702,9.822803574691514,49.96202190414428,0.9211812514341308,2081.6379461790384,879.3444830439588,2259.748494596762
229.26643666592778,10.680061298152157,50.049468632954756,0.9145858766049293,2239.436317343047,990.1853485050972,2448.5795972010283
234.24901222289967,10.613286195482674,50.044037919764506,0.904998504348131,2249.9636675787337,1057.6456427644116,2486.1518077307533
228.9076129993872,9.691546224655784,50.01792201650294,0.9226583250063233,2046.8886264087857,855.4825420090883,2218.468712559178
230.16017274051444,10.921337240906816,50.010976124347756,0.9106993316821528,2289.1856278757205,1038.3159445644437,2513.656865924526
229.18672319103862,9.689336125040276,49.97336589700559,0.9037962359671825,2007.030653437178,950.3634848342526,2220.6671963945364
227.79742011654534,10.069110991974899,50.03462844150315,0.9077918649539382,2082.218093210901,962.0331665202702,2293.7175068390306
231.14385197875507,9.037473817509058,50.014953577343846,0.9322832818980518,1947.4992311985231,755.6361866381908,2088.9565103361883
228.5985094293002,9.73441878945668,49.97487155438454,0.9306036097413652,2070.847668487757,814.513745712645,2225.27362543037
227.61293966186514,9.242194055985758,50.021872646570934,0.9128712774042551,1920.3552342795344,858.8070033210322,2103.642958008335
228.54321900854515,10.127314563676075,49.9888313349363,0.8990393367648598,2080.8526802806896,1013.4579124007503,2314.52907029465
230.5450569127186,9.877714746261102,49.98615867981708,0.9206351614452599,2096.5240703551744,889.096297003206,2277.2583083443656
226.9266961739646,10.138405609510318,49.95509115851005,0.908944317147704,2091.1853663588795,959.1916963860539,2300.674889437766
228.1675973731424,9.639905004951764,49.99193438140259,0.918376450483478,2019.9818269417112,870.3649212549287,2199.5139638851742
230.93349196082136,10.003944705067498,50.00883393899897,0.9228306494504027,2131.9657096364613,889.9203661267318,2310.2458841242064
231.53841147049621,10.036144785346552,49.98643340144357,0.9170512741980347,2131.0006687259965,926.6413826130481,2323.753020887045
230.85278973664967,10.082339712725702,49.902447045286216,0.9272940821256316,2158.310590331012,871.2751514820947,2327.536249755339
228.65243418583717,9.763098003500435,50.03254475430439,0.9204810519196366,2054.841512998257,872.3761914786357,2232.3561236952614
227.77681319651424,10.008230558172825,49.99738202640787,0.9275790954293005,2114.549064092369,851.7357777354617,2279.642862276577
231.0302423528875,9.63645051265026,50.04852851395916,0.9270165835333273,2063.827678162889,834.9120900565092,2226.311497359197
232.76992426873443,9.934199719878062,49.992175343299834,0.9263565016344792,2142.0909489372407,870.9541427924121,2312.3829164664994
227.78090384109143,10.835155595151118,49.995109771131986,0.9154386000062069,2259.3404873034265,993.2822255262195,2468.0415347223807
228.7602299822863,9.876608452639076,49.97802300243351,0.8865759631642944,2003.1077627703032,1045.1486402984312,2259.3752210707075
229.90473699889915,9.89088779129234,49.99232960580044,0.9283858300102006,2111.1140582508256,845.0446212772393,2273.9619563426877
229.81918608381312,9.92637277518338,49.9910394631496,0.9141214970667657,2085.35878125315,924.9193084762877,2281.2709119571655
228.23496348922984,9.909150641425649,49.98802930702249,0.9294760853788107,2102.116717440511,834.2697782178885,2261.6146348550615
230.19827322983207,9.404649175577504,49.97450858657598,0.9113569328010854,1973.0276104583093,891.1236025983835,2164.934000550305
233.17430397654658,9.657025876835897,49.998249431725576,0.9135696241266212,2057.1489350015936,915.7552544513086,2251.77028731471
228.2030984253802,9.807154264878001,49.97514496387797,0.899793851490455,2013.7593258790457,976.4836307475712,2238.022989980842
231.60626406206347,10.393376443538738,50.03880239100344,0.8764622481454927,2109.794584404719,1158.9820808419238,2407.171089078663
230.25876866279143,11.266752599090756,49.993530798415264,0.9287579551297679,2409.4475816921367,961.6609682125244,2594.2685802949422
226.25526707947606,10.59443994826827,49.962295601594775,0.9140930281882597,2191.12471882609,972.0137931385548,2397.047840052908
235.90399550912963,9.624074629738068,50.03822442360199,0.9330668642806682,2118.3955009633064,816.6543931167101,2270.3576582332576
227.37228380508114,9.633078196006258,49.99647425561128,0.9247480085871421,2025.4709297574789,833.5824216784118,2190.2949894988737
229.53196673117563,10.021355523711891,50.02758461820951,0.9247599916778599,2127.1527621806713,875.3512504507171,2300.221442669921
229.7301125303675,10.15014934313672,50.02549444689029,0.9310322344946561,2170.976263425596,850.9581401065377,2331.7949507988346
